,record_id,supplier_id,supplier_name,item_id,item_description,purcahse_order_id,order_date,promised_delivery_date,actual_delivery_date,promised_lead_time_days,actual_lead_time_days,lead_time_variance_days,quantity_ordered,quantity_received,on_time_delivery,lead_reason,order_status,buyer_id,buyer_name
647,REC-000648,SUP-028,Borealis Polymers,ITM-0001,M8 Hex Bolt Stainless A2,PO-100647,2024-10-25,2024-11-15,2024-11-06,21,12,-9,1847,1847,true,On time,delivered,BUY-04,Tom Becker
648,REC-000649,SUP-023,Umbra Coatings,ITM-0038,Insulation Foam Sheet,PO-100648,2025-09-24,2025-11-03,2025-10-31,40,37,-3,221,221,true,On time,delivered,BUY-04,Tom Becker
649,REC-000650,SUP-003,Nordic Steel Works,ITM-0029,Motor 0.75kW 3ph,PO-100649,2025-05-01,2025-05-25,,24,,,580,0,,pending delivery,in transit,BUY-09,Mei Chen
650,REC-000651,SUP-015,Lumen Optics,ITM-0023,Steel Bracket L-Type,PO-100650,2024-09-06,2024-09-29,2024-09-29,23,23,0,438,438,true,On time,delivered,BUY-07,Sara Lindqvist
651,REC-000652,SUP-016,Maple Composites,ITM-0026,Pressure Gauge 0-10bar,PO-100651,2026-02-05,2026-03-07,2026-03-09,30,32,2,668,668,false,raw material shortage,delivered,BUY-02,Marco Rossi
652,REC-000653,SUP-014,Ironclad Metals,ITM-0014,LED Module 12V White,PO-100652,2024-08-26,2024-09-21,2024-09-24,26,29,3,1921,1921,false,supplier capacity shortage,delivered,BUY-08,John O'Brien
653,REC-000654,SUP-030,Delta Pneumatics,ITM-0022,Hard Hat White,PO-100653,2024-01-15,2024-01-28,,13,,,953,0,,cancelled,cancelled,BUY-03,Lena Schmidt
654,REC-000655,SUP-011,Evergreen Textiles,ITM-0023,Steel Bracket L-Type,PO-100654,2024-06-18,2024-08-02,2024-08-03,45,46,1,438,438,false,weather disruption,delivered,BUY-04,Tom Becker
655,REC-000656,SUP-025,Westwind Cables,ITM-0006,Pneumatic Fitting 1/4in,PO-100655,2024-04-19,2024-05-21,2024-05-22,32,33,1,1585,1168,false,production backlog,partially delivered,BUY-06,Diego Alvarez
656,REC-000657,SUP-014,Ironclad Metals,ITM-0012,Capacitor 470uF 25V,PO-100656,2024-12-25,2025-01-27,,33,,,915,0,,pending delivery,in transit,BUY-02,Marco Rossi
657,REC-000658,SUP-014,Ironclad Metals,ITM-0005,Hydraulic Hose 1in 10m,PO-100657,2026-04-06,2026-04-27,2026-05-02,21,26,5,687,687,false,transport/carrier delay,delivered,BUY-07,Sara Lindqvist
658,REC-000659,SUP-010,Granite Tooling,ITM-0002,M10 Flange Nut Zinc,PO-100658,2024-09-04,2024-10-14,,40,,,1359,0,,pending delivery,in transit,BUY-12,Liam Murphy
659,REC-000660,SUP-005,Vanguard Fasteners,ITM-0006,Pneumatic Fitting 1/4in,PO-100659,2024-03-09,2024-04-11,2024-04-09,33,31,-2,690,690,true,On time,delivered,BUY-05,Priya Nair
660,REC-000661,SUP-023,Umbra Coatings,ITM-0012,Capacitor 470uF 25V,PO-100660,2025-02-03,2025-02-19,2025-02-28,16,25,9,1550,1550,false,quality hold/inspection,delivered,BUY-01,Aisha Khan
661,REC-000662,SUP-024,Vertex Adhesives,ITM-0018,Welding Rod 3.2mm 5kg,PO-100661,2025-01-04,2025-01-25,2025-02-01,21,28,7,806,806,false,transport/carrier delay,delivered,BUY-11,Nina Petrova
662,REC-000663,SUP-030,Delta Pneumatics,ITM-0018,Welding Rod 3.2mm 5kg,PO-100662,2024-10-28,2024-12-03,,36,,,1687,0,,pending delivery,in transit,BUY-12,Liam Murphy
663,REC-000664,SUP-009,Pioneer Bearings,ITM-0018,Welding Rod 3.2mm 5kg,PO-100663,2024-05-27,2024-06-18,2024-06-17,22,21,-1,532,532,true,On time,delivered,BUY-07,Sara Lindqvist
664,REC-000665,SUP-019,Quartz Glassworks,ITM-0014,LED Module 12V White,PO-100664,2025-06-04,2025-06-26,2025-06-29,22,25,3,699,699,false,raw material shortage,delivered,BUY-11,Nina Petrova
665,REC-000666,SUP-029,Cobalt Connectors,ITM-0031,Timing Belt HTD-5M,PO-100665,2025-09-17,2025-09-24,2025-09-19,7,2,-5,1611,1611,true,On time,delivered,BUY-08,John O'Brien
666,REC-000667,SUP-005,Vanguard Fasteners,ITM-0017,Cutting Disc 125mm,PO-100666,2025-07-16,2025-08-27,2025-08-30,42,45,3,481,481,false,raw material shortage,delivered,BUY-04,Tom Becker
667,REC-000668,SUP-002,Meridian Logistics,ITM-0006,Pneumatic Fitting 1/4in,PO-100667,2025-07-16,2025-08-01,2025-08-05,16,20,4,45,45,false,raw material shortage,delivered,BUY-05,Priya Nair
668,REC-000669,SUP-007,Orion Packaging,ITM-0022,Hard Hat White,PO-100668,2024-12-14,2025-01-06,,23,,,1739,0,,pending delivery,in transit,BUY-01,Aisha Khan
669,REC-000670,SUP-028,Borealis Polymers,ITM-0010,Copper Wire 2.5mm 100m,PO-100669,2024-06-20,2024-07-16,2024-07-07,26,17,-9,970,970,true,On time,delivered,BUY-03,Lena Schmidt
670,REC-000671,SUP-019,Quartz Glassworks,ITM-0017,Cutting Disc 125mm,PO-100670,2024-10-11,2024-10-18,2024-10-25,7,14,7,1008,1008,false,raw material shortage,delivered,BUY-12,Liam Murphy
671,REC-000672,SUP-014,Ironclad Metals,ITM-0011,PCB Connector 40-pin,PO-100671,2025-08-03,2025-08-30,2025-08-30,27,27,0,1478,1478,true,On time,delivered,BUY-09,Mei Chen
672,REC-000673,SUP-007,Orion Packaging,ITM-0001,M8 Hex Bolt Stainless A2,PO-100672,2025-01-28,2025-02-02,2025-02-04,5,7,2,1580,928,false,supplier capacity shortage,partially delivered,BUY-08,John O'Brien
673,REC-000674,SUP-024,Vertex Adhesives,ITM-0023,Steel Bracket L-Type,PO-100673,2026-03-24,2026-04-10,2026-04-24,17,31,14,1834,1834,false,raw material shortage,delivered,BUY-08,John O'Brien
674,REC-000675,SUP-010,Granite Tooling,ITM-0030,Gear Reducer 1:20,PO-100674,2024-04-30,2024-05-19,,19,,,914,0,,cancelled,cancelled,BUY-09,Mei Chen
675,REC-000676,SUP-015,Lumen Optics,ITM-0011,PCB Connector 40-pin,PO-100675,2026-04-21,2026-06-03,2026-06-05,43,45,2,474,474,false,raw material shortage,delivered,BUY-10,Omar Haddad
676,REC-000677,SUP-017,Nexus Semiconductors,ITM-0023,Steel Bracket L-Type,PO-100676,2025-01-15,2025-02-06,2025-02-04,22,20,-2,101,101,true,On time,delivered,BUY-10,Omar Haddad
677,REC-000678,SUP-003,Nordic Steel Works,ITM-0030,Gear Reducer 1:20,PO-100677,2024-12-23,2025-01-21,2025-01-27,29,35,6,1162,1162,false,transport/carrier delay,delivered,BUY-05,Priya Nair
678,REC-000679,SUP-029,Cobalt Connectors,ITM-0018,Welding Rod 3.2mm 5kg,PO-100678,2024-01-15,2024-01-21,2024-01-21,6,6,0,1446,1446,true,On time,delivered,BUY-08,John O'Brien
679,REC-000680,SUP-016,Maple Composites,ITM-0011,PCB Connector 40-pin,PO-100679,2025-08-08,2025-09-01,2025-09-02,24,25,1,1962,1962,false,transport/carrier delay,delivered,BUY-06,Diego Alvarez
680,REC-000681,SUP-026,Zenith Motors,ITM-0032,V-Belt A-Section,PO-100680,2024-03-28,2024-05-09,2024-05-12,42,45,3,606,606,false,quality hold/inspection,delivered,BUY-10,Omar Haddad
681,REC-000682,SUP-025,Westwind Cables,ITM-0003,Aluminium Sheet 2mm 1x2m,PO-100681,2024-01-10,2024-01-31,2024-01-20,21,10,-11,1646,1646,true,On time,delivered,BUY-11,Nina Petrova
682,REC-000683,SUP-005,Vanguard Fasteners,ITM-0018,Welding Rod 3.2mm 5kg,PO-100682,2024-12-13,2024-12-29,2024-12-22,16,9,-7,1187,1187,true,On time,delivered,BUY-09,Mei Chen
683,REC-000684,SUP-005,Vanguard Fasteners,ITM-0009,PVC Pipe 50mm 3m,PO-100683,2025-10-06,2025-10-26,,20,,,646,0,,pending delivery,in transit,BUY-01,Aisha Khan
684,REC-000685,SUP-004,BlueRiver Plastics,ITM-0038,Insulation Foam Sheet,PO-100684,2025-02-11,2025-03-09,2025-03-10,26,27,1,1231,1231,false,supplier capacity shortage,delivered,BUY-02,Marco Rossi
685,REC-000686,SUP-009,Pioneer Bearings,ITM-0038,Insulation Foam Sheet,PO-100685,2026-03-13,2026-04-18,2026-04-17,36,35,-1,239,239,true,On time,delivered,BUY-04,Tom Becker
686,REC-000687,SUP-028,Borealis Polymers,ITM-0014,LED Module 12V White,PO-100686,2025-04-04,2025-04-26,2025-04-17,22,13,-9,1395,1395,true,On time,delivered,BUY-08,John O'Brien
687,REC-000688,SUP-024,Vertex Adhesives,ITM-0023,Steel Bracket L-Type,PO-100687,2026-02-22,2026-03-26,,32,,,733,0,,pending delivery,in transit,BUY-03,Lena Schmidt
688,REC-000689,SUP-028,Borealis Polymers,ITM-0031,Timing Belt HTD-5M,PO-100688,2025-09-09,2025-10-08,2025-10-06,29,27,-2,1721,1372,true,On time,partially delivered,BUY-08,John O'Brien
689,REC-000690,SUP-026,Zenith Motors,ITM-0026,Pressure Gauge 0-10bar,PO-100689,2026-05-23,2026-07-07,2026-07-14,45,52,7,568,568,false,raw material shortage,delivered,BUY-05,Priya Nair
690,REC-000691,SUP-015,Lumen Optics,ITM-0009,PVC Pipe 50mm 3m,PO-100690,2025-03-22,2025-05-06,2025-05-06,45,45,0,1431,1431,true,On time,delivered,BUY-01,Aisha Khan
691,REC-000692,SUP-024,Vertex Adhesives,ITM-0036,Brass Fitting 1/2in,PO-100691,2025-09-17,2025-09-27,,10,,,687,0,,pending delivery,in transit,BUY-11,Nina Petrova
692,REC-000693,SUP-027,Apex Gaskets,ITM-0028,Proximity Sensor M12,PO-100692,2024-07-09,2024-08-01,2024-07-21,23,12,-11,446,446,true,On time,delivered,BUY-03,Lena Schmidt
693,REC-000694,SUP-014,Ironclad Metals,ITM-0033,Filter Cartridge 10in,PO-100693,2025-10-21,2025-11-10,2025-11-14,20,24,4,1177,1177,false,incorrect documentation,delivered,BUY-01,Aisha Khan
694,REC-000695,SUP-022,Titan Castings,ITM-0023,Steel Bracket L-Type,PO-100694,2024-06-16,2024-07-27,2024-07-27,41,41,0,689,689,true,On time,delivered,BUY-04,Tom Becker
695,REC-000696,SUP-011,Evergreen Textiles,ITM-0022,Hard Hat White,PO-100695,2025-08-06,2025-09-11,2025-09-10,36,35,-1,1578,1578,true,On time,delivered,BUY-04,Tom Becker
696,REC-000697,SUP-024,Vertex Adhesives,ITM-0036,Brass Fitting 1/2in,PO-100696,2025-04-09,2025-05-13,2025-05-15,34,36,2,384,287,false,quality hold/inspection,partially delivered,BUY-05,Priya Nair
697,REC-000698,SUP-030,Delta Pneumatics,ITM-0022,Hard Hat White,PO-100697,2025-12-06,2026-01-02,2026-01-02,27,27,0,953,953,true,On time,delivered,BUY-12,Liam Murphy
698,REC-000699,SUP-024,Vertex Adhesives,ITM-0030,Gear Reducer 1:20,PO-100698,2024-07-28,2024-08-27,2024-08-25,30,28,-2,1256,1256,true,On time,delivered,BUY-04,Tom Becker
699,REC-000700,SUP-007,Orion Packaging,ITM-0015,Gasket Set EPDM,PO-100699,2025-09-21,2025-10-23,2025-10-26,32,35,3,1406,1406,false,raw material shortage,delivered,BUY-01,Aisha Khan
